BGC_ID - matches antiSMASHv5 files,BGC Label - matches cytoscape network label,S. species,GCF_ID in matrix file,tier 1 - BiG-SCAPE classification,tier 2 - BiG-SCAPE product prediction,tier 3 - BGC network module,tier 4 - GCF
SaCNT798_HI.contig_3.region001,SaCNT798_HI_c3_001,arenicola,M4_GCF3059,NRPS,NRPS-like,M4,GCF3059
SaCNY244_FJ.contig_17.region001,SaCNY244_FJ_c17_001,arenicola,M4_GCF3059,NRPS,NRPS-like,M4,GCF3059
SpCNS237_PL.contig_5.region001,SpCNS237_PL_c5_001,mooreana,M40_GCF4436,Others,betalactone.T1PKS,M40,GCF4436
SpCNY666_MD.contig_15.region001,SpCNY666_MD_c15_001,goodfellowii,M40_GCF4436,Others,betalactone.T1PKS,M40,GCF4436
SpDSM45548_FJ.contig_1.region002,SpDSM45548_FJ_c1_002,vitiensis,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNR894_PL.contig_0.region003,SpCNR894_PL_c0_003,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNY239_FJ.contig_1.region002,SpCNY239_FJ_c1_002,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNY498_PV.contig_1.region001,SpCNY498_PV_c1_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT084_FJ.contig_5.region001,SpCNT084_FJ_c5_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT569_FJ.contig_1.region002,SpCNT569_FJ_c1_002,fenicalii,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
StCNB536_BA.contig_16.region001,StCNB536_BA_c16_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNY666_MD.contig_17.region001,SpCNY666_MD_c17_001,goodfellowii,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNH732_RS.contig_3.region001,SpCNH732_RS_c3_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT133_FJ.contig_2.region001,SpCNT133_FJ_c2_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNY363_SC.contig_0.region002,SpCNY363_SC_c0_002,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT131_FJ.contig_1.region001,SpCNT131_FJ_c1_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNY202_SC.contig_7.region001,SpCNY202_SC_c7_001,cortesiana,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNY330_SC.contig_9.region001,SpCNY330_SC_c9_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNB476_BA.contig_2.region001,StCNB476_BA_c2_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
StCNH898_BA.contig_12.region002,StCNH898_BA_c12_002,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNR114_GU.contig_1.region001,SpCNR114_GU_c1_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNY681_YU.contig_2.region001,StCNY681_YU_c2_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
StCNY678_YU.contig_6.region001,StCNY678_YU_c6_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpDSM45544_FJ.contig_0.region007,SpDSM45544_FJ_c0_007,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNS055_PL.contig_0.region007,SpCNS055_PL_c0_007,vitiensis,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNR909_PL.contig_0.region002,SpCNR909_PL_c0_002,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNR942_PL.contig_13.region001,SpCNR942_PL_c13_001,fenicalii,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNT851_HI.contig_2.region001,SpCNT851_HI_c2_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT603_FJ.contig_1.region001,SpCNT603_FJ_c1_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNR699_BA.contig_3.region001,StCNR699_BA_c3_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNT609_FJ.contig_18.region001,SpCNT609_FJ_c18_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT001_FJ.contig_0.region003,SpCNT001_FJ_c0_003,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNT261_BA.contig_4.region002,StCNT261_BA_c4_002,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNT003_FJ.contig_5.region002,SpCNT003_FJ_c5_002,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNQ768_GU.contig_15.region001,SpCNQ768_GU_c15_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNS197_BA.contig_4.region001,StCNS197_BA_c4_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
StCNY012_BA.contig_5.region001,StCNY012_BA_c5_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
StCNB440_BA.contig_0.region006,StCNB440_BA_c0_006,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNS103_PL.contig_3.region001,SpCNS103_PL_c3_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT855_HI.contig_0.region003,SpCNT855_HI_c0_003,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNR510_GU.contig_4.region001,SpCNR510_GU_c4_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNT250_BA.contig_4.region002,StCNT250_BA_c4_002,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNT796_HI.contig_2.region001,SpCNT796_HI_c2_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNY331_SC.contig_4.region001,SpCNY331_SC_c4_001,pacifica,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
StCNS416_BA.contig_3.region001,StCNS416_BA_c3_001,tropica,M41_GCF4730,PKSother,T2PKS,M41,GCF4730
SpCNS801_FJ.contig_0.region002,SpCNS801_FJ_c0_002,vitiensis,M41_GCF3964,PKSother,T2PKS,M41,GCF3964
SpCNT603_FJ.contig_2.region001,SpCNT603_FJ_c2_001,pacifica,M42_GCF4005,NRPS,NRPS,M42,GCF4005
SpCNR894_PL.contig_2.region001,SpCNR894_PL_c2_001,pacifica,M42_GCF4005,NRPS,NRPS,M42,GCF4005
SpCNT131_FJ.contig_3.region001,SpCNT131_FJ_c3_001,pacifica,M42_GCF4005,NRPS,NRPS,M42,GCF4005
SpDSM45544_FJ.contig_0.region011,SpDSM45544_FJ_c0_011,pacifica,M42_GCF4005,NRPS,NRPS,M42,GCF4005
SaCNH646_BA.contig_2.region001,SaCNH646_BA_c2_001,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNT799_HI.contig_14.region001,SaCNT799_HI_c14_001,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNT800_HI.contig_32.region001,SaCNT800_HI_c32_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNS848_FJ.contig_0.region001,SaCNS848_FJ_c0_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNH905_BA.contig_5.region001,SaCNH905_BA_c5_001,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNY679_YU.contig_31.region001,SaCNY679_YU_c31_001,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaCNT798_HI.contig_39.region001,SaCNT798_HI_c39_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNH941_SC.contig_19.region001,SaCNH941_SC_c19_001,arenicola,M43_GCF2028,NRPS,NRPS,M43,GCF2028
SaCNH941_SC.contig_43.region001,SaCNH941_SC_c43_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNT800_HI.contig_24.region001,SaCNT800_HI_c24_001,arenicola,M43_GCF2028,NRPS,NRPS,M43,GCF2028
SaCNP193_SC.contig_43.region001,SaCNP193_SC_c43_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNT798_HI.contig_26.region001,SaCNT798_HI_c26_001,arenicola,M43_GCF2028,NRPS,NRPS,M43,GCF2028
SaCNT850_HI.contig_20.region001,SaCNT850_HI_c20_001,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaDSM45545_FJ.contig_0.region017,SaDSM45545_FJ_c0_017,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaCNY280_FJ.contig_22.region001,SaCNY280_FJ_c22_001,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNT849_HI.contig_0.region001,SaCNT849_HI_c0_001,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaCNY011_BA.contig_18.region001,SaCNY011_BA_c18_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNT857_HI.contig_22.region001,SaCNT857_HI_c22_001,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNH713_RS.contig_1.region002,SaCNH713_RS_c1_002,arenicola,M43_GCF1915,NRPS,NRPS,M43,GCF1915
SaCNP105_SC.contig_40.region001,SaCNP105_SC_c40_001,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaCNH964_SC.contig_45.region001,SaCNH964_SC_c45_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNP193_SC.contig_27.region001,SaCNP193_SC_c27_001,arenicola,M43_GCF2028,NRPS,NRPS,M43,GCF2028
SaCNH877_BA.contig_30.region001,SaCNH877_BA_c30_001,arenicola,M43_GCF3419,NRPS,NRPS,M43,GCF3419
SaCNH643_BA.contig_21.region001,SaCNH643_BA_c21_001,arenicola,M43_GCF2769,NRPS,NRPS,M43,GCF2769
SaCNH964_SC.contig_34.region001,SaCNH964_SC_c34_001,arenicola,M43_GCF2028,NRPS,NRPS,M43,GCF2028
SaCNB527_BA.contig_64.region001,SaCNB527_BA_c64_001,arenicola,M44_GCF4420,Others,other,M44,GCF4420
SaCNQ884_GU.contig_55.region001,SaCNQ884_GU_c55_001,arenicola,M44_GCF4420,Others,other,M44,GCF4420
SpCNY646_RS.contig_39.region001,SpCNY646_RS_c39_001,mooreana,M44_GCF4420,Others,other,M44,GCF4420
SaCNH643_BA.contig_1.region001,SaCNH643_BA_c1_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNH905_BA.contig_45.region001,SaCNH905_BA_c45_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNY694_YU.contig_43.region001,SaCNY694_YU_c43_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNH718_RS.contig_31.region001,SaCNH718_RS_c31_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNY256_FJ.contig_11.region004,SaCNY256_FJ_c11_004,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS342_FJ.contig_26.region001,SaCNS342_FJ_c26_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNP105_SC.contig_5.region001,SaCNP105_SC_c5_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNY244_FJ.contig_0.region003,SaCNY244_FJ_c0_003,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNH877_BA.contig_38.region001,SaCNH877_BA_c38_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNX482_PM.contig_40.region001,SaCNX482_PM_c40_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS051_PL.contig_9.region001,SaCNS051_PL_c9_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS296_PL.contig_28.region001,SaCNS296_PL_c28_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY282_FJ.contig_10.region004,SaCNY282_FJ_c10_004,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNH713_RS.contig_23.region001,SaCNH713_RS_c23_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNH964_SC.contig_3.region004,SaCNH964_SC_c3_004,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNH996_SC.contig_45.region001,SaCNH996_SC_c45_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNY234_FJ.contig_12.region004,SaCNY234_FJ_c12_004,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS820_FJ.contig_23.region001,SaCNS820_FJ_c23_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNH996B_SC.contig_50.region001,SaCNH996B_SC_c50_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY685_YU.contig_65.region001,SaCNY685_YU_c65_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNP193_SC.contig_33.region001,SaCNP193_SC_c33_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNX891_PM.contig_23.region002,SaCNX891_PM_c23_002,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNT859_HI.contig_35.region001,SaCNT859_HI_c35_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNT800_HI.contig_28.region001,SaCNT800_HI_c28_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNT850_HI.contig_33.region001,SaCNT850_HI_c33_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNY231_FJ.contig_4.region002,SaCNY231_FJ_c4_002,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY011_BA.contig_14.region003,SaCNY011_BA_c14_003,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNT799_HI.contig_30.region001,SaCNT799_HI_c30_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNH646_BA.contig_7.region001,SaCNH646_BA_c7_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaDSM45545_FJ.contig_0.region006,SaDSM45545_FJ_c0_006,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNR425_GU.contig_5.region001,SaCNR425_GU_c5_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY486_PV.contig_50.region001,SaCNY486_PV_c50_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNH963_SC.contig_45.region001,SaCNH963_SC_c45_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNT857_HI.contig_26.region001,SaCNT857_HI_c26_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNT005_FJ.contig_8.region001,SaCNT005_FJ_c8_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNT849_HI.contig_26.region001,SaCNT849_HI_c26_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNS673_FJ.contig_28.region001,SaCNS673_FJ_c28_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNB527_BA.contig_38.region001,SaCNB527_BA_c38_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNH962_SC.contig_43.region001,SaCNH962_SC_c43_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNS744_FJ.contig_11.region001,SaCNS744_FJ_c11_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY260_FJ.contig_22.region001,SaCNY260_FJ_c22_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNQ748_GU.contig_26.region002,SaCNQ748_GU_c26_002,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY230_FJ.contig_5.region004,SaCNY230_FJ_c5_004,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNH941_SC.contig_15.region001,SaCNH941_SC_c15_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNR921_PL.contig_0.region003,SaCNR921_PL_c0_003,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS243_PL.contig_20.region002,SaCNS243_PL_c20_002,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNY237_FJ.contig_45.region001,SaCNY237_FJ_c45_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNT798_HI.contig_32.region001,SaCNT798_HI_c32_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNS848_FJ.contig_14.region004,SaCNS848_FJ_c14_004,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNY280_FJ.contig_7.region003,SaCNY280_FJ_c7_003,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNR107_GU.contig_2.region001,SaCNR107_GU_c2_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNS325_PL.contig_26.region001,SaCNS325_PL_c26_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNX481_PM.contig_41.region001,SaCNX481_PM_c41_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNB458_BA.contig_31.region001,SaCNB458_BA_c31_001,arenicola,M45_GCF3394,RiPPs,lanthipeptide,M45,GCF3394
SaCNY679_YU.contig_35.region001,SaCNY679_YU_c35_001,arenicola,M45_GCF2943,RiPPs,lanthipeptide,M45,GCF2943
SaCNS299_PL.contig_29.region001,SaCNS299_PL_c29_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNX814_PM.contig_35.region001,SaCNX814_PM_c35_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SaCNQ884_GU.contig_18.region001,SaCNQ884_GU_c18_001,arenicola,M45_GCF2423,RiPPs,lanthipeptide,M45,GCF2423
SpCNY498_PV.contig_49.region001,SpCNY498_PV_c49_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNT796_HI.contig_59.region001,SpCNT796_HI_c59_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNT003_FJ.contig_96.region001,SpCNT003_FJ_c96_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNS055_PL.contig_44.region001,SpCNS055_PL_c44_001,vitiensis,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNS103_PL.contig_72.region001,SpCNS103_PL_c72_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNR909_PL.contig_71.region001,SpCNR909_PL_c71_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNT855_HI.contig_58.region001,SpCNT855_HI_c58_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNT851_HI.contig_59.region001,SpCNT851_HI_c59_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNR894_PL.contig_74.region001,SpCNR894_PL_c74_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNY239_FJ.contig_66.region001,SpCNY239_FJ_c66_001,pacifica,M46_GCF3898,PKSI,T1PKS,M46,GCF3898
SpCNS237_PL.contig_13.region001,SpCNS237_PL_c13_001,mooreana,M47_GCF94,PKSI,t1pks,M47,GCF94
SaCNR107_GU.contig_20.region001,SaCNR107_GU_c20_001,arenicola,M48_GCF2335,PKS-NRP_Hybrids,terpene.t1pks.nrps,M48,GCF2335
SpCNT084_FJ.contig_60.region001,SpCNT084_FJ_c60_001,pacifica,M49_GCF4158,PKSI,T1PKS,M49,GCF4158
SpCNS237_PL.contig_34.region001,SpCNS237_PL_c34_001,mooreana,M49_GCF4158,PKSI,T1PKS,M49,GCF4158
SpCNY646_RS.contig_50.region001,SpCNY646_RS_c50_001,mooreana,M49_GCF4158,PKSI,T1PKS,M49,GCF4158
SpCNT133_FJ.contig_63.region001,SpCNT133_FJ_c63_001,pacifica,M49_GCF4158,PKSI,T1PKS,M49,GCF4158
SpCNT609_FJ.contig_52.region001,SpCNT609_FJ_c52_001,pacifica,M49_GCF4158,PKSI,T1PKS,M49,GCF4158
SaCNT798_HI.contig_41.region001,SaCNT798_HI_c41_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS342_FJ.contig_39.region001,SaCNS342_FJ_c39_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY690_YU.contig_69.region001,SaCNY690_YU_c69_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH962_SC.contig_53.region001,SaCNH962_SC_c53_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY234_FJ.contig_35.region001,SaCNY234_FJ_c35_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY231_FJ.contig_41.region001,SaCNY231_FJ_c41_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT859_HI.contig_48.region001,SaCNT859_HI_c48_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT850_HI.contig_42.region001,SaCNT850_HI_c42_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY011_BA.contig_45.region001,SaCNY011_BA_c45_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS673_FJ.contig_44.region001,SaCNS673_FJ_c44_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNX482_PM.contig_48.region001,SaCNX482_PM_c48_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNQ884_GU.contig_50.region001,SaCNQ884_GU_c50_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY260_FJ.contig_9.region001,SaCNY260_FJ_c9_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH646_BA.contig_35.region001,SaCNH646_BA_c35_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY237_FJ.contig_47.region001,SaCNY237_FJ_c47_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH713_RS.contig_25.region001,SaCNH713_RS_c25_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH996_SC.contig_66.region001,SaCNH996_SC_c66_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH877_BA.contig_51.region001,SaCNH877_BA_c51_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY694_YU.contig_55.region001,SaCNY694_YU_c55_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY486_PV.contig_52.region001,SaCNY486_PV_c52_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH996B_SC.contig_70.region001,SaCNH996B_SC_c70_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNP193_SC.contig_50.region001,SaCNP193_SC_c50_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY282_FJ.contig_39.region001,SaCNY282_FJ_c39_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNR425_GU.contig_40.region001,SaCNR425_GU_c40_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNB458_BA.contig_55.region001,SaCNB458_BA_c55_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS299_PL.contig_44.region001,SaCNS299_PL_c44_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT800_HI.contig_35.region001,SaCNT800_HI_c35_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS820_FJ.contig_32.region001,SaCNS820_FJ_c32_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS296_PL.contig_36.region001,SaCNS296_PL_c36_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH963_SC.contig_59.region001,SaCNH963_SC_c59_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNX508_PM.contig_53.region001,SaCNX508_PM_c53_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH905_BA.contig_49.region001,SaCNH905_BA_c49_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY256_FJ.contig_33.region001,SaCNY256_FJ_c33_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT857_HI.contig_45.region001,SaCNT857_HI_c45_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY280_FJ.contig_50.region001,SaCNY280_FJ_c50_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH964_SC.contig_52.region001,SaCNH964_SC_c52_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNX481_PM.contig_46.region001,SaCNX481_PM_c46_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNX814_PM.contig_39.region001,SaCNX814_PM_c39_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH643_BA.contig_45.region001,SaCNH643_BA_c45_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS325_PL.contig_36.region001,SaCNS325_PL_c36_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY230_FJ.contig_50.region001,SaCNY230_FJ_c50_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH718_RS.contig_40.region001,SaCNH718_RS_c40_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNB527_BA.contig_59.region001,SaCNB527_BA_c59_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT849_HI.contig_34.region001,SaCNT849_HI_c34_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNY244_FJ.contig_30.region001,SaCNY244_FJ_c30_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNP105_SC.contig_48.region001,SaCNP105_SC_c48_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNH941_SC.contig_48.region001,SaCNH941_SC_c48_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNS848_FJ.contig_2.region001,SaCNS848_FJ_c2_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNX891_PM.contig_46.region001,SaCNX891_PM_c46_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
SaCNT799_HI.contig_38.region001,SaCNT799_HI_c38_001,arenicola,M5_GCF2044,PKSI,T1PKS,M5,GCF2044
